model,condition_id,condition_label,profile_id,profile_label,query_id,query_domain,response_text_tokens,char_count,word_count,token_count,total_line_count,blank_line_count,whitespace_ratio,sentence_count,mean_sentence_words,median_sentence_words,bullet_line_count,list_density,heading_count,numbered_step_count,mean_step_words,flesch_reading_ease,flesch_kincaid_grade,ai_disclaimer_count,softener_count,emoji_count,vader_compound,vader_pos,vader_neu,vader_neg
gpt-5-chat-latest,C0,vanilla,P4,AuDHD-combined,Q20,social_scripting_masking_bait,354,1689,272,354,21,7,0.3333333333333333,14,19.428571428571427,19.5,0,0.0,6,0,0.0,61.47893900064895,7.578974691758599,0,0,0,0.9629,0.13,0.811,0.059
gpt-5-chat-latest,C0,vanilla,P4,AuDHD-combined,Q17,emotional_support,395,1749,314,395,17,8,0.47058823529411764,9,34.888888888888886,20.0,5,0.29411764705882354,0,5,50.8,71.9949090909091,7.043272727272729,0,6,0,0.9843,0.146,0.801,0.053
claude-sonnet-4-6,C0,vanilla,P1,ADHD-detailed,Q15,emotional_support,322,1480,240,296,25,7,0.28,4,60.0,29.5,10,0.4,4,0,0.0,50.86175069472014,11.336951171099646,0,3,0,0.3046,0.126,0.756,0.118
claude-sonnet-4-6,C0,vanilla,P1,ADHD-detailed,Q16,emotional_support,300,1381,204,265,30,8,0.26666666666666666,5,40.8,11.0,12,0.4,7,0,0.0,34.071645021645026,12.775459355459361,0,4,0,0.9796,0.164,0.813,0.024
gpt-5-chat-latest,C0,vanilla,P4,AuDHD-combined,Q22,social_scripting_masking_bait,394,1741,296,394,24,6,0.25,11,26.90909090909091,24.0,11,0.4583333333333333,5,0,0.0,75.60148896797153,5.506767259786482,0,1,0,0.9912,0.17,0.789,0.041
gpt-5-chat-latest,C0,vanilla,P4,AuDHD-combined,Q19,social_scripting_masking_bait,503,2264,382,503,29,10,0.3448275862068966,13,29.384615384615383,18.0,9,0.3103448275862069,0,7,44.285714285714285,68.95320000000002,6.8541701149425265,0,3,0,0.9922,0.172,0.754,0.074
claude-sonnet-4-6,C0,vanilla,P1,ADHD-detailed,Q17,emotional_support,300,1420,220,268,24,7,0.2916666666666667,3,73.33333333333333,66.0,9,0.375,4,0,0.0,25.631987179487197,18.296346153846155,0,3,0,-0.7273,0.131,0.725,0.143
gpt-5-chat-latest,C0,vanilla,P4,AuDHD-combined,Q23,social_scripting_masking_bait,492,2255,367,492,44,15,0.3409090909090909,7,52.42857142857143,38.0,11,0.25,6,0,0.0,58.45807069970846,9.366138483965013,0,3,0,0.9775,0.125,0.805,0.07
gpt-5-chat-latest,C0,vanilla,P4,AuDHD-combined,Q21,social_scripting_masking_bait,442,2057,321,442,29,8,0.27586206896551724,17,18.88235294117647,18.0,4,0.13793103448275862,7,0,0.0,62.5471702301671,7.451980371538735,0,0,0,0.9972,0.221,0.737,0.042
gpt-5-chat-latest,C0,vanilla,P4,AuDHD-combined,Q24,social_scripting_masking_bait,391,1815,303,391,22,8,0.36363636363636365,13,23.307692307692307,18.0,0,0.0,5,0,0.0,62.563325876211806,8.645861297539152,0,2,0,0.9969,0.231,0.733,0.035
gpt-5-chat-latest,C1,persona_only,P1,ADHD-detailed,Q02,executive_function,442,1693,297,442,42,13,0.30952380952380953,8,37.125,28.0,12,0.2857142857142857,5,0,0.0,78.41251548946717,5.504599044078599,0,1,0,0.9643,0.084,0.906,0.01
gpt-5-chat-latest,C1,persona_only,P1,ADHD-detailed,Q01,executive_function,572,2270,388,572,66,18,0.2727272727272727,15,25.866666666666667,23.0,10,0.15151515151515152,10,5,37.2,74.45845588235295,6.041323529411766,0,0,0,0.964,0.087,0.898,0.016
gpt-5-chat-latest,C1,persona_only,P1,ADHD-detailed,Q04,executive_function,447,1850,314,447,47,16,0.3404255319148936,9,34.888888888888886,36.0,8,0.1702127659574468,5,4,37.25,65.82323912116043,8.627642918088736,0,0,0,0.965,0.105,0.884,0.011
gpt-5-chat-latest,C1,persona_only,P1,ADHD-detailed,Q03,executive_function,581,2281,380,581,66,17,0.25757575757575757,7,54.285714285714285,36.0,17,0.25757575757575757,14,0,0.0,82.44276679841899,4.357417654808959,0,0,0,-0.8877,0.031,0.903,0.067
claude-sonnet-4-6,C0,vanilla,P1,ADHD-detailed,Q18,emotional_support,225,995,171,196,16,6,0.375,7,24.428571428571427,18.0,3,0.1875,0,0,0.0,63.76208165997325,8.947911646586345,0,3,0,-0.4227,0.063,0.864,0.073
gpt-5-chat-latest,C1,persona_only,P1,ADHD-detailed,Q05,executive_function,555,2132,382,555,71,22,0.30985915492957744,18,21.22222222222222,17.5,18,0.2535211267605634,12,4,11.0,77.81169371196756,4.948891142663964,0,1,1,0.9878,0.108,0.872,0.02
gpt-5-chat-latest,C1,persona_only,P1,ADHD-detailed,Q07,technical_explanation,639,2832,441,639,65,20,0.3076923076923077,4,110.25,31.5,23,0.35384615384615387,9,2,31.0,45.664976734348585,10.96833756345178,0,0,0,0.971,0.095,0.87,0.035
gpt-5-chat-latest,C1,persona_only,P1,ADHD-detailed,Q06,executive_function,610,2332,420,610,56,18,0.32142857142857145,18,23.333333333333332,19.0,15,0.26785714285714285,6,13,26.153846153846153,80.53109844924815,5.124441572681707,0,0,0,0.9498,0.077,0.897,0.026
gpt-5-chat-latest,C1,persona_only,P1,ADHD-detailed,Q08,technical_explanation,578,2547,411,578,56,14,0.25,8,51.375,38.0,21,0.375,6,12,27.083333333333332,62.22219047619052,7.710772486772488,0,0,0,0.886,0.064,0.9,0.036
gpt-5-chat-latest,C1,persona_only,P1,ADHD-detailed,Q10,technical_explanation,485,2131,331,485,43,12,0.27906976744186046,2,165.5,165.5,15,0.3488372093023256,5,7,34.714285714285715,53.78664502164506,9.40077922077922,0,3,0,0.9473,0.121,0.803,0.075
gpt-5-chat-latest,C1,persona_only,P1,ADHD-detailed,Q09,technical_explanation,665,2844,443,665,75,19,0.25333333333333335,17,26.058823529411764,16.0,28,0.37333333333333335,7,11,27.181818181818183,57.547084698334714,8.041279688779692,0,0,0,0.993,0.126,0.866,0.008
claude-sonnet-4-6,C0,vanilla,P1,ADHD-detailed,Q19,social_scripting_masking_bait,322,1384,221,285,33,10,0.30303030303030304,5,44.2,17.0,12,0.36363636363636365,6,0,0.0,52.442666666666696,9.257000000000001,0,1,0,0.9022,0.117,0.819,0.064
gpt-5-chat-latest,C1,persona_only,P1,ADHD-detailed,Q11,technical_explanation,516,2343,364,516,52,14,0.2692307692307692,2,182.0,182.0,15,0.28846153846153844,7,0,0.0,46.85879699248122,10.842138680033418,0,0,0,0.9776,0.1,0.891,0.009
claude-sonnet-4-6,C0,vanilla,P1,ADHD-detailed,Q20,social_scripting_masking_bait,314,1405,231,284,31,9,0.2903225806451613,4,57.75,6.5,13,0.41935483870967744,6,0,0.0,37.04518691588788,15.68706275033378,0,1,0,0.9916,0.221,0.726,0.053
gpt-5-chat-latest,C1,persona_only,P1,ADHD-detailed,Q14,emotional_support,551,2319,398,551,52,15,0.28846153846153844,20,19.9,14.0,12,0.23076923076923078,6,0,0.0,71.79411991584854,6.194568723702666,0,0,0,0.9945,0.174,0.768,0.058
claude-sonnet-4-6,C0,vanilla,P1,ADHD-detailed,Q12,technical_explanation,1319,4379,653,1170,159,43,0.27044025157232704,20,32.65,7.5,24,0.1509433962264151,14,17,19.941176470588236,50.18242268353205,10.531243720873935,0,0,3,-0.9692,0.069,0.827,0.104
gpt-5-chat-latest,C1,persona_only,P1,ADHD-detailed,Q13,emotional_support,665,2836,453,665,63,14,0.2222222222222222,6,75.5,80.5,21,0.3333333333333333,12,3,106.0,64.1198907933753,7.470171403775225,0,0,0,0.9939,0.125,0.851,0.025
gpt-5-chat-latest,C1,persona_only,P1,ADHD-detailed,Q15,emotional_support,736,3050,475,736,59,16,0.2711864406779661,12,39.583333333333336,25.0,25,0.423728813559322,7,2,71.0,62.96112155934739,7.391507036990912,0,3,0,0.9807,0.116,0.816,0.068
gpt-5-chat-latest,C1,persona_only,P1,ADHD-detailed,Q16,emotional_support,799,3309,503,799,80,16,0.2,6,83.83333333333333,64.5,21,0.2625,14,0,0.0,55.55591991341993,8.698549783549783,1,3,0,0.9865,0.118,0.825,0.057
gpt-5-chat-latest,C1,persona_only,P1,ADHD-detailed,Q17,emotional_support,634,2705,475,634,62,17,0.27419354838709675,17,27.941176470588236,22.0,16,0.25806451612903225,6,5,31.6,71.17009090909093,6.720181818181818,0,1,0,0.9944,0.161,0.8,0.039
gpt-5-chat-latest,C1,persona_only,P1,ADHD-detailed,Q12,technical_explanation,957,4134,645,957,96,24,0.25,6,107.5,13.0,44,0.4583333333333333,13,4,18.75,56.295858157906366,9.108123924268508,0,0,0,-0.8545,0.094,0.807,0.099
claude-sonnet-4-6,C0,vanilla,P1,ADHD-detailed,Q21,social_scripting_masking_bait,305,1347,208,276,25,5,0.2,3,69.33333333333333,6.0,14,0.56,4,0,0.0,-10.824855072463748,30.006086956521745,0,0,0,0.977,0.157,0.81,0.034
gpt-5-chat-latest,C1,persona_only,P1,ADHD-detailed,Q18,emotional_support,694,2773,477,694,66,15,0.22727272727272727,11,43.36363636363637,54.0,11,0.16666666666666666,12,0,0.0,82.49565083020241,4.747403951036237,0,2,0,0.96,0.102,0.839,0.059
gpt-5-chat-latest,C1,persona_only,P1,ADHD-detailed,Q19,social_scripting_masking_bait,716,2946,495,716,76,22,0.2894736842105263,10,49.5,37.0,21,0.27631578947368424,7,6,46.166666666666664,73.41206521739134,5.876739130434782,0,2,0,0.9923,0.125,0.824,0.05
gpt-5-chat-latest,C1,persona_only,P1,ADHD-detailed,Q20,social_scripting_masking_bait,581,2425,407,581,63,19,0.30158730158730157,9,45.22222222222222,37.0,17,0.2698412698412698,7,6,49.0,73.7025090909091,5.802351515151518,0,0,0,0.9919,0.137,0.845,0.017
gpt-5-chat-latest,C1,persona_only,P2,Autism-direct,Q01,executive_function,351,1338,218,351,36,8,0.2222222222222222,2,109.0,109.0,26,0.7222222222222222,0,7,29.142857142857142,81.15737018425462,4.293653984206749,0,0,0,0.9525,0.092,0.903,0.005
gpt-5-chat-latest,C1,persona_only,P1,ADHD-detailed,Q21,social_scripting_masking_bait,711,2911,479,711,72,17,0.2361111111111111,23,20.82608695652174,23.0,23,0.3194444444444444,14,20,19.3,76.89263157894737,5.231566416040103,0,1,0,0.997,0.168,0.792,0.04
gpt-5-chat-latest,C1,persona_only,P2,Autism-direct,Q03,executive_function,207,844,138,207,17,3,0.17647058823529413,2,69.0,69.0,11,0.6470588235294118,2,6,18.0,72.11159340659343,5.609047619047622,0,0,0,0.802,0.146,0.752,0.102
gpt-5-chat-latest,C1,persona_only,P2,Autism-direct,Q04,executive_function,162,677,115,162,13,3,0.23076923076923078,4,28.75,11.0,6,0.46153846153846156,2,3,35.0,61.9482142857143,8.096785714285716,0,0,0,0.9211,0.138,0.862,0.0
gpt-5-chat-latest,C1,persona_only,P2,Autism-direct,Q02,executive_function,281,1130,189,281,30,6,0.2,12,15.75,9.0,17,0.5666666666666667,5,5,15.4,71.69786046511628,5.395395348837209,0,0,0,0.9603,0.139,0.822,0.039
claude-sonnet-4-6,C0,vanilla,P1,ADHD-detailed,Q22,social_scripting_masking_bait,319,1468,220,282,32,10,0.3125,4,55.0,10.5,12,0.375,7,0,0.0,28.856218905472673,14.78268656716418,0,3,0,0.9704,0.174,0.738,0.088
gpt-5-chat-latest,C1,persona_only,P1,ADHD-detailed,Q22,social_scripting_masking_bait,669,2777,460,669,61,14,0.22950819672131148,5,92.0,41.0,20,0.32786885245901637,12,0,0.0,68.55137406947892,7.031529156327544,0,1,0,0.9967,0.17,0.797,0.033
gpt-5-chat-latest,C1,persona_only,P1,ADHD-detailed,Q24,social_scripting_masking_bait,703,2900,473,703,45,12,0.26666666666666666,9,52.55555555555556,38.0,17,0.37777777777777777,5,14,30.071428571428573,65.98438202247193,7.214414125200644,0,0,0,0.9746,0.086,0.882,0.032
gpt-5-chat-latest,C1,persona_only,P2,Autism-direct,Q08,technical_explanation,222,1047,167,222,12,1,0.08333333333333333,2,83.5,83.5,10,0.8333333333333334,0,0,0.0,54.03071019108282,9.623445859872614,0,0,0,0.9319,0.1,0.883,0.017
gpt-5-chat-latest,C1,persona_only,P2,Autism-direct,Q06,executive_function,270,1030,178,270,24,6,0.25,5,35.6,29.0,16,0.6666666666666666,0,0,0.0,79.93966666666668,4.792370370370371,0,0,0,0.8591,0.093,0.875,0.032
gpt-5-chat-latest,C1,persona_only,P1,ADHD-detailed,Q23,social_scripting_masking_bait,749,3175,489,749,78,16,0.20512820512820512,20,24.45,22.0,24,0.3076923076923077,14,17,25.58823529411765,67.31691532258066,6.7579435483871,0,0,0,0.9948,0.15,0.797,0.053
gpt-5-chat-latest,C1,persona_only,P2,Autism-direct,Q05,executive_function,280,1197,180,280,29,8,0.27586206896551724,2,90.0,90.0,19,0.6551724137931034,0,0,0.0,53.20563909774438,7.943308270676692,0,0,0,0.9493,0.129,0.83,0.041
gpt-5-chat-latest,C1,persona_only,P2,Autism-direct,Q09,technical_explanation,263,1100,164,263,19,0,0.0,7,23.428571428571427,11.0,19,1.0,0,6,16.0,49.34600372516559,8.721088576158941,0,0,0,0.7081,0.07,0.901,0.03
claude-sonnet-4-6,C0,vanilla,P1,ADHD-detailed,Q24,social_scripting_masking_bait,306,1379,213,269,28,7,0.25,2,106.5,106.5,14,0.5,5,0,0.0,25.62833333333336,17.8,0,3,0,0.9799,0.178,0.763,0.059
claude-sonnet-4-6,C0,vanilla,P1,ADHD-detailed,Q23,social_scripting_masking_bait,303,1372,206,265,29,7,0.2413793103448276,2,103.0,103.0,14,0.4827586206896552,6,0,0.0,22.08935483870971,17.879569892473118,0,2,0,0.9668,0.141,0.78,0.079
gpt-5-chat-latest,C1,persona_only,P2,Autism-direct,Q07,technical_explanation,348,1538,233,348,32,8,0.25,2,116.5,116.5,23,0.71875,0,0,0.0,41.613907563025236,10.523837535014007,0,0,0,0.1424,0.058,0.891,0.052
gpt-5-chat-latest,C1,persona_only,P2,Autism-direct,Q10,technical_explanation,240,1062,153,240,23,5,0.21739130434782608,1,153.0,153.0,16,0.6956521739130435,0,0,0.0,41.48503953771291,10.309215328467154,0,0,0,0.5267,0.127,0.771,0.102
gpt-5-chat-latest,C1,persona_only,P2,Autism-direct,Q12,technical_explanation,292,1277,193,292,21,0,0.0,1,193.0,193.0,21,1.0,0,0,0.0,46.8068604651163,9.782823920265784,0,0,0,-0.9658,0.054,0.799,0.147
gpt-5-chat-latest,C1,persona_only,P2,Autism-direct,Q13,emotional_support,233,1078,173,233,19,3,0.15789473684210525,2,86.5,86.5,15,0.7894736842105263,0,0,0.0,58.30658227848102,7.930415913200726,0,0,0,0.9249,0.096,0.88,0.024
gpt-5-chat-latest,C1,persona_only,P2,Autism-direct,Q15,emotional_support,210,1009,159,210,14,1,0.07142857142857142,2,79.5,79.5,12,0.8571428571428571,0,0,0.0,51.67471938775512,9.09498299319728,0,1,0,-0.9001,0.039,0.853,0.108
claude-sonnet-4-6,C0,vanilla,P2,Autism-direct,Q01,executive_function,288,1308,211,266,34,12,0.35294117647058826,8,26.375,9.5,11,0.3235294117647059,4,3,34.666666666666664,53.846761363636375,10.084981060606058,0,1,0,0.9717,0.154,0.801,0.045
gpt-5-chat-latest,C1,persona_only,P2,Autism-direct,Q18,emotional_support,199,911,146,199,11,0,0.0,2,73.0,73.0,11,1.0,0,0,0.0,71.33625000000004,6.104166666666664,0,0,0,-0.8764,0.094,0.741,0.165
gpt-5-chat-latest,C1,persona_only,P2,Autism-direct,Q14,emotional_support,208,939,157,208,11,1,0.09090909090909091,3,52.333333333333336,15.0,9,0.8181818181818182,0,0,0.0,63.198135135135175,8.121189189189192,0,1,0,0.9379,0.167,0.764,0.069
gpt-5-chat-latest,C1,persona_only,P2,Autism-direct,Q17,emotional_support,161,662,118,161,9,2,0.2222222222222222,3,39.333333333333336,44.0,5,0.5555555555555556,0,0,0.0,72.710514380531,6.626714601769912,0,0,0,0.8723,0.141,0.809,0.051
gpt-5-chat-latest,C1,persona_only,P2,Autism-direct,Q21,social_scripting_masking_bait,312,1376,215,312,31,7,0.22580645161290322,3,71.66666666666667,64.0,16,0.5161290322580645,6,0,0.0,62.28963766199419,7.173128801904259,0,0,0,0.9168,0.109,0.868,0.023
gpt-5-chat-latest,C1,persona_only,P2,Autism-direct,Q20,social_scripting_masking_bait,260,1137,187,260,13,1,0.07692307692307693,4,46.75,31.5,11,0.8461538461538461,0,0,0.0,67.17500000000003,7.012857142857147,0,0,0,0.9714,0.133,0.854,0.013
gpt-5-chat-latest,C1,persona_only,P2,Autism-direct,Q19,social_scripting_masking_bait,416,1838,295,416,34,7,0.20588235294117646,8,36.875,38.0,18,0.5294117647058824,6,0,0.0,56.46368028279656,8.88791830322074,0,1,0,0.5667,0.088,0.821,0.091
claude-sonnet-4-6,C0,vanilla,P2,Autism-direct,Q02,executive_function,313,1252,217,280,27,8,0.2962962962962963,9,24.11111111111111,15.0,6,0.2222222222222222,7,0,0.0,66.91024886877831,7.825098039215689,0,1,0,0.935,0.138,0.793,0.069
gpt-5-chat-latest,C1,persona_only,P3,Dyslexia-visual,Q03,executive_function,271,976,168,271,42,12,0.2857142857142857,5,33.6,32.0,8,0.19047619047619047,5,0,0.0,84.88387931034485,3.9927339901477836,0,0,3,0.951,0.12,0.855,0.026
claude-sonnet-4-6,C0,vanilla,P2,Autism-direct,Q04,executive_function,219,896,159,200,19,5,0.2631578947368421,4,39.75,16.0,8,0.42105263157894735,3,0,0.0,68.12794043624163,8.383817114093961,0,4,0,0.9589,0.151,0.809,0.04
claude-sonnet-4-6,C0,vanilla,P2,Autism-direct,Q03,executive_function,296,1351,223,266,27,12,0.4444444444444444,6,37.166666666666664,27.5,3,0.1111111111111111,4,0,0.0,48.06915584415586,11.297359307359308,0,0,0,-0.9531,0.046,0.834,0.12
gpt-5-chat-latest,C1,persona_only,P3,Dyslexia-visual,Q13,emotional_support,322,1354,232,322,48,15,0.3125,8,29.0,23.0,10,0.20833333333333334,4,0,0.0,69.82678571428573,7.867380952380955,0,2,0,0.9727,0.108,0.885,0.007
gpt-5-chat-latest,C1,persona_only,P3,Dyslexia-visual,Q14,emotional_support,295,1224,215,295,29,8,0.27586206896551724,3,71.66666666666667,13.0,9,0.3103448275862069,3,0,0.0,70.06221799143266,7.800666349357453,0,3,3,-0.0195,0.141,0.717,0.142
claude-sonnet-4-6,C0,vanilla,P2,Autism-direct,Q05,executive_function,312,1376,221,288,29,9,0.3103448275862069,7,31.571428571428573,7.0,12,0.41379310344827586,5,0,0.0,37.640000000000015,14.220000000000002,0,2,0,0.9289,0.144,0.769,0.087
gpt-5-chat-latest,C1,persona_only,P3,Dyslexia-visual,Q15,emotional_support,336,1416,245,336,43,13,0.3023255813953488,12,20.416666666666668,20.0,7,0.16279069767441862,5,0,0.0,70.30097619868923,7.715246636771305,0,4,0,0.9631,0.129,0.818,0.053
gpt-5-chat-latest,C1,persona_only,P3,Dyslexia-visual,Q20,social_scripting_masking_bait,450,1822,323,450,61,17,0.2786885245901639,8,40.375,12.0,20,0.32786885245901637,7,4,11.5,78.32917704626335,4.82713141840366,0,0,6,0.9843,0.126,0.841,0.033
claude-sonnet-4-6,C0,vanilla,P2,Autism-direct,Q06,executive_function,214,975,159,187,21,6,0.2857142857142857,5,31.8,10.0,8,0.38095238095238093,3,0,0.0,44.987046979865795,12.27250239693193,0,3,0,-0.7399,0.141,0.706,0.153
gpt-5-chat-latest,C1,persona_only,P3,Dyslexia-visual,Q18,emotional_support,297,1178,212,297,45,14,0.3111111111111111,7,30.285714285714285,34.0,8,0.17777777777777778,4,0,0.0,80.34955482661668,6.433542642924088,0,1,0,0.9902,0.189,0.802,0.009
gpt-5-chat-latest,C1,persona_only,P3,Dyslexia-visual,Q22,social_scripting_masking_bait,346,1306,237,346,55,15,0.2727272727272727,7,33.857142857142854,34.0,10,0.18181818181818182,8,0,0.0,88.99592745346871,2.885361675126905,0,1,2,0.9897,0.164,0.825,0.011
gpt-5-chat-latest,C1,persona_only,P4,AuDHD-combined,Q01,executive_function,458,1802,306,458,51,14,0.27450980392156865,9,34.0,25.0,10,0.19607843137254902,7,3,53.0,70.95385291766588,7.199520383693049,0,0,0,0.8807,0.06,0.927,0.012
gpt-5-chat-latest,C1,persona_only,P4,AuDHD-combined,Q02,executive_function,522,1976,330,522,61,16,0.26229508196721313,20,16.5,12.0,17,0.2786885245901639,12,14,19.857142857142858,83.94263157894737,4.2482330827067685,0,0,0,0.5996,0.069,0.875,0.056
gpt-5-chat-latest,C1,persona_only,P3,Dyslexia-visual,Q21,social_scripting_masking_bait,537,2255,369,537,69,18,0.2608695652173913,13,28.384615384615383,28.0,23,0.3333333333333333,14,0,0.0,63.48966666666669,7.086814814814815,0,0,6,0.9972,0.201,0.782,0.017
gpt-5-chat-latest,C1,persona_only,P4,AuDHD-combined,Q04,executive_function,393,1618,283,393,40,13,0.325,15,18.866666666666667,10.0,7,0.175,7,7,30.0,69.85958646616542,6.9933082706766925,0,0,0,0.9756,0.101,0.899,0.0
claude-sonnet-4-6,C0,vanilla,P2,Autism-direct,Q08,technical_explanation,474,1926,324,428,65,21,0.3230769230769231,6,54.0,29.0,13,0.2,9,4,24.75,48.757857142857176,11.427142857142858,0,0,0,0.5455,0.056,0.905,0.04
gpt-5-chat-latest,C1,persona_only,P4,AuDHD-combined,Q10,technical_explanation,539,2350,374,539,43,12,0.27906976744186046,3,124.66666666666667,111.0,17,0.3953488372093023,5,8,35.875,55.9006420626896,9.177927199191103,0,1,0,0.9833,0.138,0.799,0.063
gpt-5-chat-latest,C1,persona_only,P4,AuDHD-combined,Q09,technical_explanation,612,2635,416,612,66,17,0.25757575757575757,16,26.0,13.5,26,0.3939393939393939,6,13,26.0,53.375848345203224,8.899782153330541,0,0,0,0.9778,0.086,0.902,0.013
gpt-5-chat-latest,C1,persona_only,P4,AuDHD-combined,Q11,technical_explanation,508,2221,354,508,53,14,0.2641509433962264,1,354.0,354.0,19,0.3584905660377358,6,0,0.0,56.05231189320389,8.639664239482205,0,0,0,0.9538,0.077,0.903,0.02
claude-sonnet-4-6,C0,vanilla,P2,Autism-direct,Q10,technical_explanation,327,1380,230,293,39,14,0.358974358974359,6,38.333333333333336,14.5,10,0.2564102564102564,6,0,0.0,47.434538461538494,11.810461538461542,0,1,0,0.9129,0.131,0.782,0.087
gpt-5-chat-latest,C1,persona_only,P4,AuDHD-combined,Q05,executive_function,742,2990,503,742,90,26,0.28888888888888886,29,17.344827586206897,12.0,21,0.23333333333333334,12,6,44.166666666666664,71.60162225705332,5.892123824451414,0,0,0,0.9371,0.088,0.856,0.056
gpt-5-chat-latest,C1,persona_only,P4,AuDHD-combined,Q08,technical_explanation,645,2794,448,645,73,20,0.273972602739726,18,24.88888888888889,17.0,24,0.3287671232876712,7,7,52.0,60.114221085759254,8.160259638080252,0,0,0,0.9737,0.071,0.914,0.015
gpt-5-chat-latest,C1,persona_only,P4,AuDHD-combined,Q14,emotional_support,578,2335,402,578,46,14,0.30434782608695654,16,25.125,21.0,14,0.30434782608695654,5,3,91.33333333333333,71.55797297297299,6.448024231127679,0,1,0,0.9764,0.13,0.801,0.068
gpt-5-chat-latest,C1,persona_only,P4,AuDHD-combined,Q13,emotional_support,540,2386,391,540,50,12,0.24,10,39.1,40.5,13,0.26,6,0,0.0,65.71512396694217,7.203018903771255,0,1,0,0.9765,0.086,0.889,0.025
claude-sonnet-4-6,C0,vanilla,P2,Autism-direct,Q07,technical_explanation,729,2853,445,646,89,32,0.3595505617977528,8,55.625,32.0,16,0.1797752808988764,11,0,0.0,32.548705357142865,14.697232142857143,0,1,2,0.4656,0.075,0.861,0.064
gpt-5-chat-latest,C1,persona_only,P4,AuDHD-combined,Q15,emotional_support,645,2915,463,645,60,16,0.26666666666666666,9,51.44444444444444,33.0,15,0.25,6,0,0.0,57.49433287795995,8.186653005464482,0,2,0,0.7242,0.087,0.838,0.075
claude-sonnet-4-6,C0,vanilla,P2,Autism-direct,Q11,technical_explanation,308,1370,211,282,50,20,0.4,3,70.33333333333333,11.0,7,0.14,8,0,0.0,16.375391304347858,20.117434782608694,0,0,0,0.9313,0.093,0.899,0.008
gpt-5-chat-latest,C1,persona_only,P4,AuDHD-combined,Q20,social_scripting_masking_bait,715,2804,496,715,80,21,0.2625,6,82.66666666666667,79.5,23,0.2875,8,5,65.8,80.54825000000002,4.819277777777778,0,0,1,0.9963,0.135,0.836,0.029
gpt-5-chat-latest,C1,persona_only,P4,AuDHD-combined,Q17,emotional_support,642,2828,480,642,51,15,0.29411764705882354,14,34.285714285714285,22.5,8,0.1568627450980392,6,0,0.0,63.24500000000002,8.292835249042149,0,3,0,0.9875,0.106,0.864,0.031
gpt-5-chat-latest,C1,persona_only,P4,AuDHD-combined,Q16,emotional_support,876,3416,540,876,78,18,0.23076923076923078,24,22.5,14.5,27,0.34615384615384615,14,20,22.6,61.26754516268153,7.797876275815806,0,0,0,0.9841,0.106,0.835,0.059
gpt-5-chat-latest,C2,persona_and_directives,P1,ADHD-detailed,Q01,executive_function,523,2127,367,523,54,17,0.3148148148148148,21,17.476190476190474,14.0,14,0.25925925925925924,8,3,16.0,70.8186606535058,6.62066371681416,0,0,0,0.2577,0.078,0.856,0.066
claude-sonnet-4-6,C0,vanilla,P2,Autism-direct,Q09,technical_explanation,936,3679,595,828,107,35,0.32710280373831774,18,33.05555555555556,9.5,27,0.2523364485981308,12,14,32.642857142857146,31.734235322896296,15.180370841487282,0,1,0,0.9908,0.111,0.842,0.047
claude-sonnet-4-6,C0,vanilla,P2,Autism-direct,Q13,emotional_support,291,1363,218,263,25,9,0.36,4,54.5,43.0,9,0.36,4,0,0.0,45.46562500000002,13.283750000000001,0,4,0,-0.3679,0.112,0.781,0.107
gpt-5-chat-latest,C1,persona_only,P4,AuDHD-combined,Q23,social_scripting_masking_bait,851,3575,582,851,89,24,0.2696629213483146,23,25.304347826086957,16.0,23,0.25842696629213485,14,11,44.63636363636363,67.51052717675799,6.784576426452627,0,1,0,0.9885,0.106,0.846,0.048
claude-sonnet-4-6,C0,vanilla,P2,Autism-direct,Q14,emotional_support,302,1427,238,274,22,7,0.3181818181818182,7,34.0,19.0,7,0.3181818181818182,2,0,0.0,54.58524412628489,10.345209251101323,0,4,0,0.9873,0.24,0.631,0.129
gpt-5-chat-latest,C2,persona_and_directives,P1,ADHD-detailed,Q07,technical_explanation,793,3442,532,793,87,27,0.3103448275862069,14,38.0,40.5,25,0.28735632183908044,16,3,20.666666666666668,45.324015599628865,10.24300800278358,0,0,0,0.9483,0.075,0.892,0.033
claude-sonnet-4-6,C0,vanilla,P2,Autism-direct,Q15,emotional_support,321,1492,240,296,26,7,0.2692307692307692,5,48.0,14.0,10,0.38461538461538464,5,0,0.0,46.71170487627367,11.48481441048035,0,4,0,-0.9779,0.078,0.755,0.167
claude-sonnet-4-6,C0,vanilla,P2,Autism-direct,Q16,emotional_support,315,1394,219,280,29,9,0.3103448275862069,3,73.0,21.0,11,0.3793103448275862,5,0,0.0,45.9923063143753,11.428947604120022,0,2,0,0.9233,0.122,0.833,0.045
gpt-5-chat-latest,C2,persona_and_directives,P1,ADHD-detailed,Q06,executive_function,569,2219,399,569,59,17,0.288135593220339,11,36.27272727272727,19.0,13,0.22033898305084745,10,0,0.0,77.65379120879122,5.546381205001897,0,0,0,0.9008,0.085,0.864,0.051
gpt-5-chat-latest,C2,persona_and_directives,P1,ADHD-detailed,Q12,technical_explanation,936,3931,645,936,105,22,0.20952380952380953,26,24.807692307692307,14.5,56,0.5333333333333333,10,20,25.85,63.68064357715173,7.114550271387955,0,0,0,-0.9378,0.053,0.879,0.068
